Load,Solar,Wind,,,,
30.10,0.00,3.16,,,,
28.72,0.00,3.52,,,,
28.03,0.00,3.75,,,,
26.85,0.00,3.86,,,,
26.30,0.00,3.86,,,,
26.02,0.00,3.61,,,,
25.88,0.00,3.18,,,,
24.43,0.52,2.80,,,,
25.26,1.82,2.56,,,,
26.37,3.13,2.41,,,,
27.02,4.22,2.36,,,,
27.22,4.93,2.35,,,,
27.58,5.34,2.10,,,,
27.43,5.31,1.79,,,,
27.49,4.88,1.61,,,,
27.58,4.21,1.59,,,,
27.06,3.25,1.74,,,,
27.06,2.12,2.02,,,,
26.85,0.86,2.55,,,,
27.06,0.01,3.18,,,,
30.79,0.00,3.66,,,,
30.79,0.00,3.95,,,,
30.24,0.00,4.12,,,,
29.41,0.00,4.11,,,,
27.68,0.00,4.13,,,,
26.50,0.00,4.22,,,,
26.09,0.00,4.27,,,,
25.40,0.00,4.30,,,,
24.91,0.00,4.38,,,,
24.70,0.00,4.48,,,,
24.57,0.00,4.46,,,,
24.70,0.55,4.42,,,,
25.95,2.02,4.43,,,,
28.44,3.67,4.51,,,,
33.33,5.14,4.72,,,,
33.47,6.23,5.12,,,,
34.18,6.62,5.50,,,,
33.98,6.46,5.62,,,,
32.90,5.58,5.64,,,,
33.05,4.38,5.56,,,,
31.65,3.75,5.28,,,,
31.76,2.58,4.89,,,,
29.89,1.05,4.44,,,,
28.99,0.02,4.11,,,,
32.18,0.00,4.01,,,,
32.32,0.00,4.11,,,,
31.49,0.00,4.50,,,,
30.10,0.00,5.10,,,,
27.68,0.00,5.65,,,,
26.64,0.00,6.09,,,,
26.16,0.00,6.58,,,,
25.33,0.00,6.69,,,,
24.70,0.00,6.31,,,,
24.57,0.00,5.95,,,,
24.77,0.00,5.65,,,,
24.43,0.48,5.21,,,,
26.02,1.78,5.09,,,,
27.59,3.12,5.32,,,,
30.52,3.91,5.60,,,,
32.11,4.46,5.71,,,,
33.09,5.40,5.56,,,,
33.13,6.03,5.26,,,,
33.56,6.20,5.03,,,,
32.80,5.64,4.79,,,,
32.86,4.48,4.57,,,,
32.48,2.84,4.48,,,,
30.31,1.07,4.51,,,,
28.65,0.02,4.66,,,,
31.69,0.00,5.02,,,,
31.56,0.00,5.60,,,,
30.86,0.00,6.19,,,,
29.76,0.00,6.48,,,,
27.89,0.00,6.49,,,,
27.06,0.00,6.40,,,,
26.37,0.00,6.15,,,,
25.33,0.00,5.76,,,,
24.91,0.00,5.52,,,,
24.77,0.00,5.38,,,,
24.77,0.00,5.35,,,,
25.12,0.34,5.37,,,,
26.64,1.30,5.29,,,,
29.27,3.54,5.23,,,,
32.04,5.78,5.32,,,,
32.11,6.58,5.47,,,,
32.94,5.74,5.43,,,,
32.39,4.52,5.16,,,,
32.66,4.22,4.79,,,,
33.29,3.93,4.54,,,,
31.97,3.41,4.44,,,,
31.21,2.31,4.47,,,,
28.79,0.97,4.55,,,,
28.51,0.02,4.66,,,,
32.94,0.00,4.87,,,,
32.80,0.00,4.96,,,,
31.76,0.00,5.02,,,,
30.24,0.00,5.03,,,,
28.51,0.00,5.08,,,,
27.68,0.00,5.03,,,,
26.50,0.00,4.91,,,,
25.26,0.00,4.85,,,,
24.84,0.00,4.83,,,,
26.92,0.00,4.77,,,,
25.60,0.00,4.46,,,,
25.12,0.50,4.09,,,,
27.33,1.79,3.91,,,,
29.06,3.21,3.72,,,,
30.17,4.24,3.58,,,,
31.76,4.60,3.42,,,,
32.25,4.84,3.20,,,,
32.32,4.34,2.96,,,,
32.66,3.46,2.75,,,,
33.08,2.52,2.57,,,,
31.83,1.79,2.41,,,,
31.42,1.08,2.28,,,,
29.69,0.38,2.14,,,,
28.51,0.00,2.09,,,,
32.45,0.00,2.17,,,,
32.25,0.00,2.24,,,,
32.11,0.00,2.28,,,,
30.38,0.00,2.22,,,,
28.79,0.00,2.20,,,,
27.54,0.00,2.16,,,,
26.64,0.00,2.19,,,,
25.95,0.00,2.39,,,,
24.98,0.00,2.45,,,,
24.98,0.00,2.34,,,,
25.12,0.00,2.18,,,,
25.19,0.61,1.91,,,,
26.92,2.10,1.62,,,,
28.93,3.20,1.47,,,,
30.17,4.57,1.43,,,,
31.69,5.80,1.39,,,,
32.94,6.47,1.41,,,,
33.29,6.74,1.50,,,,
32.94,6.25,1.56,,,,
32.52,4.97,1.62,,,,
32.39,3.17,1.72,,,,
31.42,1.48,1.88,,,,
29.52,0.45,2.16,,,,
28.44,0.00,2.60,,,,
30.24,0.00,3.16,,,,
31.42,0.00,3.72,,,,
30.45,0.00,4.13,,,,
29.89,0.00,4.26,,,,
28.72,0.00,4.20,,,,
27.20,0.00,4.11,,,,
26.43,0.00,4.06,,,,
25.60,0.00,4.10,,,,
25.40,0.00,4.19,,,,
24.57,0.00,4.25,,,,
25.40,0.00,4.21,,,,
24.22,0.57,4.16,,,,
24.22,1.91,4.15,,,,
26.30,3.33,4.19,,,,
27.82,4.50,4.26,,,,
28.30,5.32,4.32,,,,
28.86,6.07,4.36,,,,
28.86,6.52,4.30,,,,
29.80,6.35,4.10,,,,
28.99,5.46,3.89,,,,
28.79,4.04,3.77,,,,
29.34,2.48,3.79,,,,
28.99,0.97,3.83,,,,
28.16,0.03,3.88,,,,
31.07,0.00,3.97,,,,
30.79,0.00,3.99,,,,
30.72,0.00,3.87,,,,
30.03,0.00,3.70,,,,
28.65,0.00,3.57,,,,
27.33,0.00,3.51,,,,
26.64,0.00,3.52,,,,
25.67,0.00,3.64,,,,
24.22,0.00,3.89,,,,
24.91,0.00,4.18,,,,
24.91,0.00,4.24,,,,
23.60,0.68,4.17,,,,
24.01,2.15,4.21,,,,
25.40,3.84,4.21,,,,
25.47,5.41,4.04,,,,
26.85,6.55,3.99,,,,
27.40,7.09,4.05,,,,
26.85,7.10,4.06,,,,
26.43,6.67,4.06,,,,
26.16,5.89,4.15,,,,
27.33,4.70,4.25,,,,
26.97,3.06,4.41,,,,
26.85,1.20,4.58,,,,
26.85,0.03,4.79,,,,
29.62,0.00,5.04,,,,
30.17,0.00,5.19,,,,
29.62,0.00,5.20,,,,
28.93,0.00,5.13,,,,
27.89,0.00,5.06,,,,
27.33,0.00,4.90,,,,
26.37,0.00,4.76,,,,
25.47,0.00,4.75,,,,
24.77,0.00,4.76,,,,
24.57,0.00,4.76,,,,
24.29,0.00,4.68,,,,
23.39,0.64,4.66,,,,
24.01,2.04,4.69,,,,
22.28,3.21,4.69,,,,
22.63,4.62,4.60,,,,
25.44,5.64,4.55,,,,
26.50,6.09,4.66,,,,
26.57,6.08,4.66,,,,
26.85,5.51,4.45,,,,
26.57,4.22,4.20,,,,
27.47,2.81,3.90,,,,
26.16,1.71,3.59,,,,
26.78,0.68,3.36,,,,
26.71,0.02,3.42,,,,
29.96,0.00,3.80,,,,
31.28,0.00,4.12,,,,
30.31,0.00,4.26,,,,
28.30,0.00,4.40,,,,
27.61,0.00,4.62,,,,
26.30,0.00,4.74,,,,
25.12,0.00,4.67,,,,
24.77,0.00,4.62,,,,
24.43,0.00,4.74,,,,
24.43,0.00,4.91,,,,
24.43,0.00,4.91,,,,
24.43,0.72,4.97,,,,
26.85,2.45,5.11,,,,
28.65,3.84,5.26,,,,
31.35,4.95,5.37,,,,
33.15,5.18,5.47,,,,
33.08,5.35,5.30,,,,
33.56,6.06,4.94,,,,
32.32,6.20,4.74,,,,
33.77,5.35,4.65,,,,
34.12,3.64,4.63,,,,
32.73,2.16,4.75,,,,
30.59,0.98,5.15,,,,
29.89,0.04,5.74,,,,
33.08,0.00,6.37,,,,
33.42,0.00,6.77,,,,
33.08,0.00,7.02,,,,
31.62,0.00,7.10,,,,
30.03,0.00,7.06,,,,
27.96,0.00,6.89,,,,
26.78,0.00,6.56,,,,
25.88,0.00,6.43,,,,
25.60,0.00,6.54,,,,
24.22,0.00,6.71,,,,
24.22,0.00,6.66,,,,
24.36,0.85,6.40,,,,
26.37,2.69,6.08,,,,
23.53,4.48,5.80,,,,
31.90,5.88,5.61,,,,
32.66,6.78,5.62,,,,
33.70,7.26,5.59,,,,
33.56,7.28,5.42,,,,
34.88,6.90,5.15,,,,
33.84,6.04,4.90,,,,
33.42,4.75,4.83,,,,
32.73,3.07,5.00,,,,
30.93,1.17,5.33,,,,
30.10,0.03,5.73,,,,
33.22,0.00,6.10,,,,
32.73,0.00,6.40,,,,
32.32,0.00,6.62,,,,
30.79,0.00,6.76,,,,
29.41,0.00,6.87,,,,
27.61,0.00,6.85,,,,
26.64,0.00,6.67,,,,
25.67,0.00,6.52,,,,
25.67,0.00,6.37,,,,
25.19,0.00,6.27,,,,
25.40,0.00,6.29,,,,
25.12,0.83,6.36,,,,
26.64,2.63,6.37,,,,
29.20,4.43,6.30,,,,
31.56,5.83,6.11,,,,
31.62,6.78,5.79,,,,
32.18,7.26,5.32,,,,
33.15,7.31,4.73,,,,
33.08,6.93,4.18,,,,
33.42,6.10,3.80,,,,
34.25,4.81,3.62,,,,
32.80,3.12,3.63,,,,
30.66,1.24,3.85,,,,
29.89,0.03,4.20,,,,
33.56,0.00,4.50,,,,
33.42,0.00,4.68,,,,
32.25,0.00,4.76,,,,
30.93,0.00,4.84,,,,
28.79,0.00,5.03,,,,
28.03,0.00,5.26,,,,
25.81,0.00,5.40,,,,
25.60,0.00,5.49,,,,
23.53,0.00,5.57,,,,
24.98,0.00,5.62,,,,
24.91,0.00,5.61,,,,
25.47,0.81,5.53,,,,
26.64,2.68,5.35,,,,
28.30,4.45,5.09,,,,
32.25,5.85,4.83,,,,
32.11,6.79,4.57,,,,
34.05,7.26,4.27,,,,
33.70,7.33,4.01,,,,
33.49,6.94,3.89,,,,
33.63,6.14,3.91,,,,
33.56,4.85,4.04,,,,
32.18,3.14,4.18,,,,
31.14,1.24,4.21,,,,
29.83,0.04,4.20,,,,
32.45,0.00,4.27,,,,
32.52,0.00,4.45,,,,
31.97,0.00,4.65,,,,
31.28,0.00,4.82,,,,
29.76,0.00,4.98,,,,
28.03,0.00,5.03,,,,
26.99,0.00,4.82,,,,
26.57,0.00,4.57,,,,
25.74,0.00,4.29,,,,
25.74,0.00,4.11,,,,
25.74,0.00,4.13,,,,
24.15,0.84,4.26,,,,
25.05,2.65,4.45,,,,
26.92,4.38,4.64,,,,
28.79,5.76,4.81,,,,
23.60,6.73,4.88,,,,
29.13,7.29,4.84,,,,
28.30,7.39,4.76,,,,
29.62,6.99,4.68,,,,
30.25,6.11,4.66,,,,
30.31,4.81,4.74,,,,
30.23,3.09,4.96,,,,
29.27,1.22,5.09,,,,
29.20,0.04,5.18,,,,
31.83,0.00,5.33,,,,
32.04,0.00,5.43,,,,
31.49,0.00,5.42,,,,
30.93,0.00,5.28,,,,
29.69,0.00,5.17,,,,
28.44,0.00,5.05,,,,
27.68,0.00,4.93,,,,
26.64,0.00,5.02,,,,
26.30,0.00,5.23,,,,
25.81,0.00,5.45,,,,
24.36,0.00,5.43,,,,
24.36,0.55,5.34,,,,
25.12,2.25,5.24,,,,
25.95,3.99,5.22,,,,
26.78,5.36,5.39,,,,
26.37,6.22,5.56,,,,
26.99,6.72,5.63,,,,
27.20,6.79,5.60,,,,
27.13,6.41,5.52,,,,
28.30,5.69,5.47,,,,
27.75,4.42,5.43,,,,
27.13,2.60,5.40,,,,
27.13,0.90,5.31,,,,
27.13,0.02,5.13,,,,
30.93,0.00,5.07,,,,
31.35,0.00,5.09,,,,
30.93,0.00,5.16,,,,
30.10,0.00,5.30,,,,
29.06,0.00,5.54,,,,
27.75,0.00,5.66,,,,
26.92,0.00,5.55,,,,
25.74,0.00,5.48,,,,
25.74,0.00,5.55,,,,
25.74,0.00,5.67,,,,
25.05,0.00,5.59,,,,
25.44,0.71,5.33,,,,
27.35,2.13,5.15,,,,
29.52,3.70,5.16,,,,
32.11,5.26,5.28,,,,
33.42,6.32,5.40,,,,
34.25,6.86,5.48,,,,
33.35,6.94,5.57,,,,
33.56,6.62,5.57,,,,
34.05,5.78,5.42,,,,
34.46,4.51,5.11,,,,
33.22,2.84,4.70,,,,
30.86,1.14,4.36,,,,
29.89,0.04,4.16,,,,
33.08,0.00,4.21,,,,
33.08,0.00,4.83,,,,
32.39,0.00,5.49,,,,
30.31,0.00,5.52,,,,
28.37,0.00,5.16,,,,
26.92,0.00,4.58,,,,
26.02,0.00,4.21,,,,
25.26,0.00,4.21,,,,
24.91,0.00,4.21,,,,
24.57,0.00,4.02,,,,
24.91,0.00,3.93,,,,
24.91,0.56,4.02,,,,
26.57,1.94,4.02,,,,
29.34,3.81,3.98,,,,
31.49,5.37,4.03,,,,
32.18,5.88,4.34,,,,
32.66,5.38,4.78,,,,
32.66,4.83,4.98,,,,
32.45,5.10,4.92,,,,
33.01,5.51,4.96,,,,
32.87,4.55,5.05,,,,
31.63,2.90,5.00,,,,
31.21,1.07,4.84,,,,
29.55,0.04,4.59,,,,
32.25,0.00,4.51,,,,
32.59,0.00,4.59,,,,
31.90,0.00,4.54,,,,
30.38,0.00,4.43,,,,
28.37,0.00,4.39,,,,
26.78,0.00,4.37,,,,
26.78,0.00,4.23,,,,
26.30,0.00,4.05,,,,
25.74,0.00,4.01,,,,
25.40,0.00,4.11,,,,
25.40,0.00,4.23,,,,
25.12,0.89,4.37,,,,
27.33,2.72,4.51,,,,
29.20,4.46,4.44,,,,
31.42,5.84,4.25,,,,
32.39,6.77,4.12,,,,
32.59,7.21,4.12,,,,
33.56,7.19,3.96,,,,
33.29,5.99,3.68,,,,
33.77,3.98,3.34,,,,
32.73,2.97,2.74,,,,
30.17,2.39,2.29,,,,
28.37,1.06,2.44,,,,
27.75,0.04,2.84,,,,
30.79,0.00,2.98,,,,
31.14,0.00,2.82,,,,
30.10,0.00,2.68,,,,
28.93,0.00,2.65,,,,
27.13,0.00,2.56,,,,
25.81,0.00,2.36,,,,
24.50,0.00,2.03,,,,
24.08,0.00,1.71,,,,
23.60,0.00,1.59,,,,
23.60,0.00,1.76,,,,
23.60,0.00,2.05,,,,
23.60,0.55,2.27,,,,
24.36,1.91,2.23,,,,
26.30,3.54,1.95,,,,
29.13,5.19,1.54,,,,
29.13,6.07,1.17,,,,
29.45,6.55,1.04,,,,
30.36,6.38,1.17,,,,
30.43,6.13,1.61,,,,
30.08,5.41,2.17,,,,
30.81,4.31,2.79,,,,
30.43,2.79,3.34,,,,
27.89,1.11,3.66,,,,
27.68,0.04,3.62,,,,
30.86,0.00,3.47,,,,
31.07,0.00,3.28,,,,
30.52,0.00,3.17,,,,
29.62,0.00,3.10,,,,
28.10,0.00,3.02,,,,
27.26,0.00,2.93,,,,
25.74,0.00,2.98,,,,
25.53,0.00,3.16,,,,
25.53,0.00,3.46,,,,
25.53,0.00,3.83,,,,
25.53,0.00,4.05,,,,
25.60,0.51,4.10,,,,
26.85,1.54,4.14,,,,
28.58,2.96,4.17,,,,
32.47,4.88,4.25,,,,
32.37,6.31,4.35,,,,
31.71,6.86,4.23,,,,
31.91,7.05,4.04,,,,
30.27,6.73,3.87,,,,
30.63,5.88,3.71,,,,
30.60,4.44,3.51,,,,
30.52,2.60,3.36,,,,
29.55,1.01,3.21,,,,
29.27,0.04,3.26,,,,
28.23,0.00,3.58,,,,
30.31,0.00,3.89,,,,
30.31,0.00,3.99,,,,
30.24,0.00,3.93,,,,
28.86,0.00,4.08,,,,
27.82,0.00,4.46,,,,
27.89,0.00,4.72,,,,
25.95,0.00,4.69,,,,
26.09,0.00,4.33,,,,
25.26,0.00,4.10,,,,
24.91,0.00,4.28,,,,
24.77,0.35,4.41,,,,
25.47,1.46,4.14,,,,
26.85,2.90,3.91,,,,
28.65,3.80,3.72,,,,
29.39,4.34,3.49,,,,
29.62,5.03,2.85,,,,
29.31,4.95,2.25,,,,
29.33,3.89,1.89,,,,
29.55,2.82,1.83,,,,
28.72,1.80,1.94,,,,
28.37,0.93,2.00,,,,
27.96,0.30,2.11,,,,
27.96,0.00,2.26,,,,
30.24,0.00,2.32,,,,
30.17,0.00,2.32,,,,
29.89,0.00,2.17,,,,
29.76,0.00,2.00,,,,
27.68,0.00,1.94,,,,
27.33,0.00,2.02,,,,
26.64,0.00,2.27,,,,
25.95,0.00,2.21,,,,
25.47,0.00,1.97,,,,
25.26,0.00,1.73,,,,
25.12,0.00,1.53,,,,
23.87,0.19,1.50,,,,
23.87,0.77,1.70,,,,
24.77,1.49,2.05,,,,
24.17,2.31,1.90,,,,
26.23,2.89,2.02,,,,
26.64,2.64,2.88,,,,
26.57,2.57,3.32,,,,
26.57,2.67,3.19,,,,
26.44,2.45,3.08,,,,
26.12,1.76,3.44,,,,
25.77,0.94,4.19,,,,
25.95,0.32,4.50,,,,
26.85,0.00,4.29,,,,
29.76,0.00,3.82,,,,
29.83,0.00,3.24,,,,
29.34,0.00,2.79,,,,
28.72,0.00,2.46,,,,
27.68,0.00,2.28,,,,
25.95,0.00,2.24,,,,
25.33,0.00,2.22,,,,
25.05,0.00,2.33,,,,
25.12,0.00,2.56,,,,
24.98,0.00,2.92,,,,
24.57,0.00,3.21,,,,
24.45,0.56,3.42,,,,
26.14,1.77,3.70,,,,
28.01,3.08,3.93,,,,
31.85,4.33,4.26,,,,
31.96,4.69,4.43,,,,
32.01,5.26,4.47,,,,
31.97,5.32,4.39,,,,
32.06,4.83,4.24,,,,
31.26,3.77,4.17,,,,
31.29,2.74,4.14,,,,
31.15,1.66,4.10,,,,
28.99,0.57,4.31,,,,
28.37,0.01,4.59,,,,
31.21,0.00,4.78,,,,
31.56,0.00,4.80,,,,
30.66,0.00,4.69,,,,
30.31,0.00,4.54,,,,
28.65,0.00,4.41,,,,
26.85,0.00,4.27,,,,
25.60,0.00,4.09,,,,
25.47,0.00,4.11,,,,
25.12,0.00,4.24,,,,
25.12,0.00,4.41,,,,
25.12,0.00,4.71,,,,
25.29,0.36,5.21,,,,
26.59,1.23,5.76,,,,
29.30,2.17,6.38,,,,
30.93,2.85,6.86,,,,
32.18,3.43,7.15,,,,
31.83,3.84,7.15,,,,
32.04,3.77,7.05,,,,
32.39,3.67,6.94,,,,
32.87,3.35,6.68,,,,
32.32,2.50,6.45,,,,
31.97,1.48,6.26,,,,
30.38,0.55,6.16,,,,
29.41,0.01,6.09,,,,
32.25,0.00,6.13,,,,
31.35,0.00,6.46,,,,
30.52,0.00,6.73,,,,
29.76,0.00,6.65,,,,
28.58,0.00,6.38,,,,
26.99,0.00,6.15,,,,
26.64,0.00,6.05,,,,
26.50,0.00,6.15,,,,
25.60,0.00,6.14,,,,
25.26,0.00,6.18,,,,
25.60,0.00,6.06,,,,
25.05,0.49,5.80,,,,
26.93,1.63,5.59,,,,
28.86,2.93,5.42,,,,
32.66,4.13,5.32,,,,
33.63,4.95,5.28,,,,
31.07,5.32,5.21,,,,
31.76,5.33,5.18,,,,
31.21,4.83,5.11,,,,
32.39,4.07,4.93,,,,
31.97,3.11,4.62,,,,
30.10,1.90,4.36,,,,
28.72,0.69,4.41,,,,
28.44,0.02,4.71,,,,
31.62,0.00,5.06,,,,
31.62,0.00,5.44,,,,
30.31,0.00,5.75,,,,
29.76,0.00,5.96,,,,
28.03,0.00,6.03,,,,
27.82,0.00,5.95,,,,
26.37,0.00,5.83,,,,
23.67,0.00,5.60,,,,
23.25,0.00,5.46,,,,
24.64,0.00,5.31,,,,
24.64,0.00,5.03,,,,
24.50,0.46,4.76,,,,
24.37,1.39,4.59,,,,
25.50,2.30,4.56,,,,
22.84,3.16,4.52,,,,
25.60,4.03,4.33,,,,
26.02,4.31,3.97,,,,
24.70,4.35,3.61,,,,
24.43,4.29,3.39,,,,
25.40,3.56,3.12,,,,
23.94,2.66,3.05,,,,
24.29,1.52,3.17,,,,
25.24,0.54,3.36,,,,
27.11,0.01,3.48,,,,
30.59,0.00,3.92,,,,
31.00,0.00,4.46,,,,
30.59,0.00,4.94,,,,
29.06,0.00,5.51,,,,
28.03,0.00,5.74,,,,
26.99,0.00,5.70,,,,
26.30,0.00,5.60,,,,
25.60,0.00,5.55,,,,
25.26,0.00,5.43,,,,
24.84,0.00,5.21,,,,
24.84,0.00,4.97,,,,
24.43,0.35,4.76,,,,
25.95,1.19,4.58,,,,
28.16,2.25,4.62,,,,
31.21,3.58,4.77,,,,
32.32,4.31,4.90,,,,
33.35,4.96,4.94,,,,
32.59,5.06,4.85,,,,
32.18,4.75,4.83,,,,
32.18,4.04,4.82,,,,
30.45,3.04,4.77,,,,
29.83,1.82,4.71,,,,
28.39,0.68,4.72,,,,
29.55,0.02,4.87,,,,
31.56,0.00,5.07,,,,
31.90,0.00,5.33,,,,
31.56,0.00,5.47,,,,
30.45,0.00,5.49,,,,
29.27,0.00,5.56,,,,
27.82,0.00,5.73,,,,
27.20,0.00,5.70,,,,
26.50,0.00,5.66,,,,
26.30,0.00,5.63,,,,
25.95,0.00,5.45,,,,
25.95,0.00,4.91,,,,
24.57,0.77,4.51,,,,
25.05,2.37,4.43,,,,
26.57,4.10,4.40,,,,
28.58,5.59,4.16,,,,
29.62,6.56,3.83,,,,
29.20,7.08,3.53,,,,
29.62,7.21,3.34,,,,
29.69,6.83,3.29,,,,
29.69,5.95,3.32,,,,
29.76,4.68,3.37,,,,
29.22,3.03,3.43,,,,
28.97,1.23,3.69,,,,
28.60,0.05,4.11,,,,
31.35,0.00,4.61,,,,
31.83,0.00,5.09,,,,
31.49,0.00,5.42,,,,
30.45,0.00,5.58,,,,
28.93,0.00,5.57,,,,
27.89,0.00,5.43,,,,
26.64,0.00,5.20,,,,
26.02,0.00,4.86,,,,
25.67,0.00,4.45,,,,
24.22,0.00,4.11,,,,
24.22,0.00,3.99,,,,
23.87,0.87,4.07,,,,
24.84,2.56,4.17,,,,
24.91,4.38,4.27,,,,
24.39,5.76,4.26,,,,
22.46,6.65,4.04,,,,
23.00,7.07,3.61,,,,
24.63,6.99,3.22,,,,
24.32,6.65,2.97,,,,
25.87,5.67,2.87,,,,
24.92,4.40,2.80,,,,
24.72,2.89,2.79,,,,
24.93,1.18,2.74,,,,
23.32,0.05,2.87,,,,
28.72,0.00,3.26,,,,
30.17,0.00,3.77,,,,
31.28,0.00,4.32,,,,
30.59,0.00,4.61,,,,
29.06,0.00,4.76,,,,
27.89,0.00,4.78,,,,
26.50,0.00,4.62,,,,
26.16,0.00,4.41,,,,
25.81,0.00,4.22,,,,
25.19,0.00,4.08,,,,
25.19,0.00,3.98,,,,
25.05,0.40,3.96,,,,
26.50,1.27,3.88,,,,
28.99,2.31,3.89,,,,
31.05,3.17,3.81,,,,
32.48,3.43,3.78,,,,
32.72,3.46,3.63,,,,
32.39,2.97,3.34,,,,
32.02,2.42,3.15,,,,
31.56,1.98,3.04,,,,
30.72,1.48,3.01,,,,
31.13,0.88,3.08,,,,
29.83,0.33,3.19,,,,
29.06,0.01,3.41,,,,
31.76,0.00,3.68,,,,
32.11,0.00,3.89,,,,
32.04,0.00,4.03,,,,
30.79,0.00,4.11,,,,
29.06,0.00,4.26,,,,
27.47,0.00,4.45,,,,
26.99,0.00,4.54,,,,
26.30,0.00,4.54,,,,
25.95,0.00,4.57,,,,
25.95,0.00,4.68,,,,
25.60,0.00,4.62,,,,
23.53,0.29,4.45,,,,
25.47,0.96,4.39,,,,
26.71,1.67,4.52,,,,
29.22,2.40,4.71,,,,
29.13,3.14,4.79,,,,
29.65,3.81,4.80,,,,
30.27,4.19,4.84,,,,
30.43,4.19,5.02,,,,
29.92,3.60,5.24,,,,
30.52,2.70,5.29,,,,
30.75,1.47,5.14,,,,
29.34,0.46,4.91,,,,
27.26,0.01,4.72,,,,
31.42,0.00,4.68,,,,
31.49,0.00,4.71,,,,
30.66,0.00,4.67,,,,
28.93,0.00,4.60,,,,
28.93,0.00,4.59,,,,
26.71,0.00,4.58,,,,
26.37,0.00,4.25,,,,
25.81,0.00,3.94,,,,
25.12,0.00,3.79,,,,
24.77,0.00,3.86,,,,
25.05,0.00,4.00,,,,
25.19,0.58,4.18,,,,
26.61,1.93,4.38,,,,
29.13,3.76,4.47,,,,
32.04,5.38,4.48,,,,
31.58,6.40,4.36,,,,
32.32,6.90,4.16,,,,
32.63,6.93,4.01,,,,
33.62,6.53,3.97,,,,
33.29,5.70,3.91,,,,
33.17,4.42,3.83,,,,
33.06,2.81,3.72,,,,
30.66,1.14,3.47,,,,
29.06,0.05,3.11,,,,
31.97,0.00,3.09,,,,
32.59,0.00,3.28,,,,
31.83,0.00,3.54,,,,
30.93,0.00,3.83,,,,
28.37,0.00,4.04,,,,
27.68,0.00,4.23,,,,
26.99,0.00,4.46,,,,
25.95,0.00,4.64,,,,
25.12,0.00,4.65,,,,
25.05,0.00,4.56,,,,
25.60,0.00,4.56,,,,
25.12,0.68,4.47,,,,
26.66,2.28,4.29,,,,
27.89,3.87,4.05,,,,
29.58,5.49,3.76,,,,
28.40,6.55,3.47,,,,
27.34,7.09,3.28,,,,
29.45,7.16,3.05,,,,
28.62,6.78,2.75,,,,
27.85,5.89,2.49,,,,
29.77,4.60,2.40,,,,
29.08,2.96,2.53,,,,
27.96,1.21,2.79,,,,
27.06,0.05,3.03,,,,
29.89,0.00,3.24,,,,
30.72,0.00,3.32,,,,
29.06,0.00,3.28,,,,
29.06,0.00,3.16,,,,
27.68,0.00,2.99,,,,
26.30,0.00,2.79,,,,
25.95,0.00,2.67,,,,
25.05,0.00,2.69,,,,
24.70,0.00,2.89,,,,
24.70,0.00,3.25,,,,
24.70,0.00,3.52,,,,
24.25,0.85,3.53,,,,
25.42,2.54,3.27,,,,
28.03,4.32,3.02,,,,
30.72,5.77,2.87,,,,
31.28,6.73,2.81,,,,
31.49,7.23,2.72,,,,
31.56,7.30,2.61,,,,
31.21,6.90,2.50,,,,
31.42,6.04,2.33,,,,
30.38,4.79,2.14,,,,
29.20,3.14,1.97,,,,
28.03,1.30,1.93,,,,
26.50,0.05,1.98,,,,
29.55,0.00,2.07,,,,
29.48,0.00,2.16,,,,
28.72,0.00,2.24,,,,
27.96,0.00,2.26,,,,
25.88,0.00,2.21,,,,
25.67,0.00,2.07,,,,
24.84,0.00,1.89,,,,
25.19,0.00,1.75,,,,
24.15,0.00,1.66,,,,
24.15,0.00,1.67,,,,
23.80,0.00,1.73,,,,
22.47,0.90,1.73,,,,
23.98,2.65,1.62,,,,
26.38,4.45,1.49,,,,
28.44,5.77,1.38,,,,
29.46,6.68,1.24,,,,
29.48,7.03,1.21,,,,
30.45,7.08,1.27,,,,
30.59,6.72,1.36,,,,
30.66,5.92,1.49,,,,
30.24,4.68,1.73,,,,
29.62,3.06,2.07,,,,
29.04,1.29,2.51,,,,
28.46,0.05,2.96,,,,
30.79,0.00,3.24,,,,
31.49,0.00,3.30,,,,
31.14,0.00,3.18,,,,
30.38,0.00,2.92,,,,
28.65,0.00,2.82,,,,
27.89,0.00,2.92,,,,
26.37,0.00,3.08,,,,
25.67,0.00,3.19,,,,
25.40,0.00,3.28,,,,
24.98,0.00,3.40,,,,
24.98,0.00,3.41,,,,
23.94,0.82,3.33,,,,
25.26,2.46,3.23,,,,
26.33,4.07,3.10,,,,
26.85,5.32,2.92,,,,
27.13,6.12,2.68,,,,
27.33,6.82,2.46,,,,
28.16,6.90,2.24,,,,
28.37,6.63,2.12,,,,
28.72,5.84,2.09,,,,
28.72,4.62,2.14,,,,
28.16,3.02,2.18,,,,
28.57,1.21,2.30,,,,
28.03,0.05,2.59,,,,
28.72,0.00,3.00,,,,
29.41,0.00,3.45,,,,
28.86,0.00,3.84,,,,
28.86,0.00,4.11,,,,
27.96,0.00,4.42,,,,
27.33,0.00,4.74,,,,
26.50,0.00,4.89,,,,
26.30,0.00,5.00,,,,
25.81,0.00,5.12,,,,
25.40,0.00,5.20,,,,
25.60,0.00,5.18,,,,
25.12,0.61,5.17,,,,
27.13,1.95,5.25,,,,
29.34,3.44,5.31,,,,
