Load,Solar,Wind,,,,
28.16,3.61,0.33,,,,
28.16,2.08,0.30,,,,
28.19,0.47,0.27,,,,
29.48,0.00,0.29,,,,
31.49,0.00,0.38,,,,
31.42,0.00,0.49,,,,
31.07,0.00,0.56,,,,
28.37,0.00,0.58,,,,
28.03,0.00,0.61,,,,
27.33,0.00,0.68,,,,
26.30,0.00,0.71,,,,
25.81,0.00,0.72,,,,
25.60,0.00,0.72,,,,
25.12,0.00,0.76,,,,
24.22,0.00,0.92,,,,
25.05,0.07,1.24,,,,
26.43,0.71,1.61,,,,
28.03,1.66,1.97,,,,
30.93,2.44,2.25,,,,
33.08,3.01,2.35,,,,
33.35,3.13,2.41,,,,
24.36,2.92,2.42,,,,
32.87,2.51,2.14,,,,
34.95,2.32,1.81,,,,
34.07,1.88,1.58,,,,
33.04,1.10,1.39,,,,
30.83,0.23,1.15,,,,
31.90,0.00,0.87,,,,
32.80,0.00,0.67,,,,
32.87,0.00,0.62,,,,
32.32,0.00,0.67,,,,
30.59,0.00,0.80,,,,
29.27,0.00,0.88,,,,
28.16,0.00,0.81,,,,
27.89,0.00,0.65,,,,
28.10,0.00,0.43,,,,
26.71,0.00,0.23,,,,
25.19,0.00,0.13,,,,
26.37,0.00,0.13,,,,
26.57,0.03,0.22,,,,
27.13,0.44,0.41,,,,
28.58,0.93,0.83,,,,
31.43,1.48,1.48,,,,
33.42,1.97,2.18,,,,
33.56,2.41,2.61,,,,
33.63,2.65,2.60,,,,
33.98,2.49,2.29,,,,
33.91,2.05,2.05,,,,
33.75,1.30,1.82,,,,
33.55,0.62,1.63,,,,
31.00,0.11,1.22,,,,
30.93,0.00,0.81,,,,
34.12,0.00,0.55,,,,
33.63,0.00,0.45,,,,
32.87,0.00,0.47,,,,
31.97,0.00,0.69,,,,
29.76,0.00,1.07,,,,
28.72,0.00,1.37,,,,
27.96,0.00,1.52,,,,
27.33,0.00,1.64,,,,
25.67,0.00,1.76,,,,
26.37,0.00,1.84,,,,
26.50,0.00,2.06,,,,
26.71,0.04,2.36,,,,
27.26,0.64,2.61,,,,
30.51,1.59,2.85,,,,
32.25,2.50,2.91,,,,
32.73,3.14,2.99,,,,
33.70,3.48,2.93,,,,
33.77,3.42,2.80,,,,
33.70,2.90,2.90,,,,
33.56,1.90,3.18,,,,
35.64,1.28,3.60,,,,
35.15,0.68,3.92,,,,
30.31,0.13,3.93,,,,
31.07,0.00,3.48,,,,
33.56,0.00,2.82,,,,
33.49,0.00,2.29,,,,
32.80,0.00,1.96,,,,
31.56,0.00,1.72,,,,
30.79,0.00,1.62,,,,
29.06,0.00,1.63,,,,
28.30,0.00,1.75,,,,
27.54,0.00,1.85,,,,
27.20,0.00,1.89,,,,
26.16,0.00,1.92,,,,
26.64,0.00,2.01,,,,
26.64,0.18,2.16,,,,
27.47,1.57,2.34,,,,
29.27,3.26,2.50,,,,
32.80,4.71,2.61,,,,
34.05,5.51,2.58,,,,
33.84,5.75,2.47,,,,
35.08,5.40,2.39,,,,
33.49,4.81,2.39,,,,
34.74,3.87,2.50,,,,
34.25,2.65,2.71,,,,
33.63,1.37,3.06,,,,
31.21,0.26,3.28,,,,
31.14,0.00,3.46,,,,
33.91,0.00,3.65,,,,
33.49,0.00,3.84,,,,
31.14,0.00,4.04,,,,
30.79,0.00,4.18,,,,
29.76,0.00,4.32,,,,
27.26,0.00,4.41,,,,
26.64,0.00,4.30,,,,
26.64,0.00,4.02,,,,
25.81,0.00,3.67,,,,
25.81,0.00,3.46,,,,
26.30,0.00,3.38,,,,
25.81,0.19,3.42,,,,
26.37,1.65,3.43,,,,
29.68,3.22,3.44,,,,
32.04,5.21,3.39,,,,
32.56,6.35,3.21,,,,
33.52,7.11,2.85,,,,
33.09,7.20,2.44,,,,
33.49,6.85,2.07,,,,
31.14,5.96,1.66,,,,
31.58,4.53,1.25,,,,
30.68,2.59,0.93,,,,
29.62,0.54,0.77,,,,
31.35,0.00,0.76,,,,
32.66,0.00,0.84,,,,
31.83,0.00,0.98,,,,
30.45,0.00,1.11,,,,
30.17,0.00,1.21,,,,
30.03,0.00,1.31,,,,
27.61,0.00,1.37,,,,
26.85,0.00,1.36,,,,
24.91,0.00,1.27,,,,
25.26,0.00,1.17,,,,
24.91,0.00,1.09,,,,
25.26,0.00,1.08,,,,
24.43,0.16,1.14,,,,
24.95,1.35,1.22,,,,
26.96,3.01,1.37,,,,
29.34,4.37,1.47,,,,
31.35,5.24,1.46,,,,
31.42,5.79,1.31,,,,
31.62,5.60,1.19,,,,
31.69,5.09,1.14,,,,
31.97,3.97,1.20,,,,
31.62,2.89,1.35,,,,
31.28,1.47,1.50,,,,
30.72,0.27,1.54,,,,
31.42,0.00,1.60,,,,
32.87,0.00,1.69,,,,
32.39,0.00,1.68,,,,
31.28,0.00,1.61,,,,
29.89,0.00,1.53,,,,
28.58,0.00,1.69,,,,
27.40,0.00,2.06,,,,
26.92,0.00,2.42,,,,
25.95,0.00,2.64,,,,
25.95,0.00,2.69,,,,
25.26,0.00,2.58,,,,
26.30,0.00,2.27,,,,
24.22,0.06,1.99,,,,
22.21,0.73,1.96,,,,
22.91,1.60,2.07,,,,
22.42,2.36,2.20,,,,
23.25,2.87,2.32,,,,
24.01,2.99,2.31,,,,
24.77,2.89,2.16,,,,
24.50,2.48,1.81,,,,
24.50,1.97,1.41,,,,
23.18,1.19,1.00,,,,
23.25,0.50,0.67,,,,
23.58,0.06,0.47,,,,
26.16,0.00,0.38,,,,
28.16,0.00,0.38,,,,
28.99,0.00,0.50,,,,
30.72,0.00,0.74,,,,
30.03,0.00,1.13,,,,
28.03,0.00,1.49,,,,
27.33,0.00,1.71,,,,
26.64,0.00,1.78,,,,
26.02,0.00,1.75,,,,
25.74,0.00,1.69,,,,
25.26,0.00,1.57,,,,
25.47,0.00,1.37,,,,
25.74,0.02,1.31,,,,
25.64,0.36,1.36,,,,
29.71,0.86,1.59,,,,
33.01,1.30,1.84,,,,
34.12,1.72,2.03,,,,
34.32,1.91,2.25,,,,
32.52,1.91,2.55,,,,
30.79,2.06,2.80,,,,
30.17,1.81,2.78,,,,
30.93,1.30,2.38,,,,
30.59,0.66,1.77,,,,
29.99,0.10,1.31,,,,
31.28,0.00,0.95,,,,
32.52,0.00,0.85,,,,
31.69,0.00,1.05,,,,
31.28,0.00,1.49,,,,
29.76,0.00,1.95,,,,
28.58,0.00,2.08,,,,
27.20,0.00,2.07,,,,
25.95,0.00,1.93,,,,
25.60,0.00,1.74,,,,
25.26,0.00,1.73,,,,
24.91,0.00,1.84,,,,
25.12,0.00,1.87,,,,
25.26,0.11,1.92,,,,
26.23,1.15,2.11,,,,
28.93,2.42,2.26,,,,
31.07,3.43,2.22,,,,
32.80,3.94,2.00,,,,
33.49,4.23,1.81,,,,
30.86,4.52,1.70,,,,
32.32,4.24,1.56,,,,
32.52,3.28,1.36,,,,
34.05,2.05,1.23,,,,
33.15,0.88,1.15,,,,
31.94,0.11,1.11,,,,
32.52,0.00,1.17,,,,
34.32,0.00,1.39,,,,
33.56,0.00,1.68,,,,
32.73,0.00,1.91,,,,
31.00,0.00,2.00,,,,
29.76,0.00,1.84,,,,
28.37,0.00,1.57,,,,
27.54,0.00,1.33,,,,
26.71,0.00,1.19,,,,
26.43,0.00,1.13,,,,
26.16,0.00,1.13,,,,
26.30,0.00,1.20,,,,
26.99,0.15,1.33,,,,
26.78,1.49,1.51,,,,
29.41,3.26,1.74,,,,
30.86,4.77,1.89,,,,
33.01,5.92,1.90,,,,
33.84,6.55,1.82,,,,
34.32,6.48,1.69,,,,
34.74,6.03,1.61,,,,
34.95,5.02,1.60,,,,
35.02,3.64,1.66,,,,
33.70,1.88,1.76,,,,
32.01,0.32,1.76,,,,
33.22,0.00,1.70,,,,
33.22,0.00,1.63,,,,
32.94,0.00,1.57,,,,
30.79,0.00,1.46,,,,
30.93,0.00,1.30,,,,
29.76,0.00,1.11,,,,
28.37,0.00,0.93,,,,
27.33,0.00,0.73,,,,
26.30,0.00,0.59,,,,
26.16,0.00,0.52,,,,
25.95,0.00,0.50,,,,
25.95,0.00,0.59,,,,
25.53,0.12,0.74,,,,
26.43,1.38,0.90,,,,
28.44,3.06,1.07,,,,
32.39,4.52,1.24,,,,
33.70,5.45,1.35,,,,
34.46,5.90,1.35,,,,
34.60,5.90,1.29,,,,
34.88,5.54,1.19,,,,
34.74,4.64,1.05,,,,
35.29,3.34,0.95,,,,
34.60,1.83,0.93,,,,
31.65,0.38,0.98,,,,
32.94,0.00,1.14,,,,
34.60,0.00,1.38,,,,
34.25,0.00,1.56,,,,
33.49,0.00,1.62,,,,
32.11,0.00,1.65,,,,
30.03,0.00,1.71,,,,
28.93,0.00,1.83,,,,
26.99,0.00,1.79,,,,
26.43,0.00,1.66,,,,
26.09,0.00,1.52,,,,
25.47,0.00,1.40,,,,
25.60,0.00,1.31,,,,
25.40,0.19,1.26,,,,
27.06,1.85,1.22,,,,
29.06,3.82,1.11,,,,
32.58,5.43,0.93,,,,
34.03,6.52,0.70,,,,
32.95,7.20,0.50,,,,
34.24,7.28,0.37,,,,
33.86,6.89,0.25,,,,
33.77,5.97,0.13,,,,
33.31,4.39,0.04,,,,
31.75,2.33,0.01,,,,
31.14,0.39,0.03,,,,
32.45,0.00,0.11,,,,
33.91,0.00,0.30,,,,
29.06,0.00,0.58,,,,
28.72,0.00,0.83,,,,
30.79,0.00,0.96,,,,
29.55,0.00,0.95,,,,
27.82,0.00,0.83,,,,
26.78,0.00,0.65,,,,
25.95,0.00,0.47,,,,
25.26,0.00,0.34,,,,
25.26,0.00,0.25,,,,
25.26,0.00,0.21,,,,
24.70,0.26,0.19,,,,
24.98,2.17,0.17,,,,
26.92,4.20,0.16,,,,
29.04,5.77,0.20,,,,
29.44,6.79,0.24,,,,
30.73,7.32,0.27,,,,
31.29,7.37,0.28,,,,
31.51,6.95,0.33,,,,
31.50,6.03,0.41,,,,
31.50,4.60,0.57,,,,
31.13,2.69,0.77,,,,
30.66,0.52,0.93,,,,
32.04,0.00,0.99,,,,
33.01,0.00,0.94,,,,
32.87,0.00,0.76,,,,
31.90,0.00,0.49,,,,
31.28,0.00,0.22,,,,
28.93,0.00,0.10,,,,
27.54,0.00,0.05,,,,
26.99,0.00,0.03,,,,
26.30,0.00,0.02,,,,
25.26,0.00,0.01,,,,
24.15,0.00,0.00,,,,
15.85,0.00,0.00,,,,
14.46,0.18,0.00,,,,
11.89,1.65,0.00,,,,
24.30,3.28,0.00,,,,
26.37,4.44,0.00,,,,
27.17,5.14,0.00,,,,
27.38,5.60,0.00,,,,
27.71,6.00,0.00,,,,
28.14,5.99,0.00,,,,
28.23,5.14,0.00,,,,
28.47,3.71,0.00,,,,
27.85,2.00,0.00,,,,
28.23,0.37,0.00,,,,
30.24,0.00,0.00,,,,
32.25,0.00,0.00,,,,
30.59,0.00,0.00,,,,
30.10,0.00,0.00,,,,
28.86,0.00,0.00,,,,
27.33,0.00,0.00,,,,
25.95,0.00,0.00,,,,
25.47,0.00,0.00,,,,
24.57,0.00,0.00,,,,
22.56,0.00,0.00,,,,
25.60,0.00,0.00,,,,
24.77,0.00,0.01,,,,
24.77,0.18,0.03,,,,
26.40,1.77,0.07,,,,
27.89,3.70,0.17,,,,
33.12,5.19,0.29,,,,
33.23,6.17,0.39,,,,
34.33,6.53,0.39,,,,
35.74,6.45,0.30,,,,
35.69,5.71,0.18,,,,
36.91,4.93,0.07,,,,
37.09,3.55,0.02,,,,
34.52,1.82,0.00,,,,
32.90,0.26,0.00,,,,
33.63,0.00,0.00,,,,
34.53,0.00,0.00,,,,
33.98,0.00,0.00,,,,
32.59,0.00,0.01,,,,
31.14,0.00,0.03,,,,
29.06,0.00,0.06,,,,
27.68,0.00,0.07,,,,
26.99,0.00,0.07,,,,
26.64,0.00,0.07,,,,
25.88,0.00,0.07,,,,
24.84,0.00,0.08,,,,
25.81,0.00,0.16,,,,
25.05,0.05,0.36,,,,
25.93,0.66,0.67,,,,
28.20,1.41,1.06,,,,
31.42,2.05,1.50,,,,
33.15,2.44,1.88,,,,
34.67,2.57,2.01,,,,
34.95,2.60,1.88,,,,
35.57,2.25,1.71,,,,
35.71,1.79,1.48,,,,
35.29,1.19,1.22,,,,
35.08,0.54,0.96,,,,
31.69,0.06,0.82,,,,
34.12,0.00,0.81,,,,
35.02,0.00,0.85,,,,
34.12,0.00,0.86,,,,
32.73,0.00,0.91,,,,
31.35,0.00,1.05,,,,
29.69,0.00,1.02,,,,
28.86,0.00,0.88,,,,
28.03,0.00,0.72,,,,
27.61,0.00,0.61,,,,
25.53,0.00,0.54,,,,
25.60,0.00,0.49,,,,
26.02,0.00,0.48,,,,
26.02,0.02,0.52,,,,
27.65,0.51,0.58,,,,
29.04,1.36,0.70,,,,
31.90,2.17,0.83,,,,
33.77,2.84,0.97,,,,
35.02,3.31,1.10,,,,
34.88,3.43,1.16,,,,
35.29,2.96,1.15,,,,
35.36,2.38,1.05,,,,
35.22,1.24,0.97,,,,
32.25,0.43,1.06,,,,
31.78,0.04,1.41,,,,
32.52,0.00,2.18,,,,
34.39,0.00,3.07,,,,
34.39,0.00,3.67,,,,
32.66,0.00,3.77,,,,
31.14,0.00,3.59,,,,
29.96,0.00,3.12,,,,
28.72,0.00,2.60,,,,
27.68,0.00,2.07,,,,
26.92,0.00,1.72,,,,
25.12,0.00,1.63,,,,
26.09,0.00,1.81,,,,
26.02,0.00,2.10,,,,
26.37,0.10,2.36,,,,
27.78,1.34,2.50,,,,
28.93,3.09,2.55,,,,
31.21,4.60,2.50,,,,
32.73,5.52,2.30,,,,
35.91,5.77,2.20,,,,
35.08,5.59,2.20,,,,
34.32,5.03,2.19,,,,
34.18,4.07,2.19,,,,
34.60,2.98,2.27,,,,
34.53,1.48,2.43,,,,
31.69,0.24,2.48,,,,
33.91,0.00,2.54,,,,
34.25,0.00,2.77,,,,
33.49,0.00,3.07,,,,
32.52,0.00,3.32,,,,
31.00,0.00,3.34,,,,
29.89,0.00,3.17,,,,
28.51,0.00,2.83,,,,
27.47,0.00,2.59,,,,
26.78,0.00,2.61,,,,
25.95,0.00,2.84,,,,
26.30,0.00,3.04,,,,
25.95,0.00,3.14,,,,
26.43,0.12,3.19,,,,
27.13,1.63,3.23,,,,
28.99,3.37,3.20,,,,
31.97,4.75,3.06,,,,
33.70,5.80,2.77,,,,
35.15,6.47,2.26,,,,
33.63,6.84,1.77,,,,
33.84,6.29,1.46,,,,
33.77,5.09,1.30,,,,
33.35,3.33,1.27,,,,
32.25,1.51,1.36,,,,
30.45,0.22,1.36,,,,
32.59,0.00,1.21,,,,
33.63,0.00,1.09,,,,
32.45,0.00,1.02,,,,
32.04,0.00,0.99,,,,
31.28,0.00,0.91,,,,
30.10,0.00,0.90,,,,
28.16,0.00,0.95,,,,
27.47,0.00,0.97,,,,
26.78,0.00,1.02,,,,
26.78,0.00,1.08,,,,
25.74,0.00,1.16,,,,
25.74,0.00,1.31,,,,
26.43,0.12,1.51,,,,
25.40,1.54,1.73,,,,
27.26,3.40,1.92,,,,
29.76,4.98,2.04,,,,
30.38,5.98,2.02,,,,
31.00,6.35,1.83,,,,
31.14,6.41,1.65,,,,
30.93,5.86,1.57,,,,
31.35,4.78,1.50,,,,
30.79,3.24,1.40,,,,
29.78,1.58,1.36,,,,
29.90,0.20,1.34,,,,
32.18,0.00,1.40,,,,
32.87,0.00,1.63,,,,
32.04,0.00,1.88,,,,
31.83,0.00,2.10,,,,
30.66,0.00,2.21,,,,
29.83,0.00,2.21,,,,
28.72,0.00,2.17,,,,
27.33,0.00,2.06,,,,
26.85,0.00,1.92,,,,
26.50,0.00,1.83,,,,
25.81,0.00,1.86,,,,
25.60,0.00,2.00,,,,
24.91,0.10,2.19,,,,
25.40,1.42,2.30,,,,
25.05,3.06,2.29,,,,
23.18,4.55,2.19,,,,
23.67,5.77,1.96,,,,
23.74,6.30,1.69,,,,
24.36,6.38,1.46,,,,
24.43,5.82,1.25,,,,
25.05,4.67,1.13,,,,
24.97,3.16,1.10,,,,
24.36,1.57,1.16,,,,
24.91,0.20,1.25,,,,
28.51,0.00,1.34,,,,
28.58,0.00,1.46,,,,
28.65,0.00,1.61,,,,
28.03,0.00,1.84,,,,
27.33,0.00,2.06,,,,
26.71,0.00,2.17,,,,
24.43,0.00,2.16,,,,
25.33,0.00,2.11,,,,
24.50,0.00,2.10,,,,
22.70,0.00,2.05,,,,
21.31,0.00,1.93,,,,
21.24,0.00,1.83,,,,
21.18,0.05,1.78,,,,
21.89,0.87,1.77,,,,
23.67,1.92,1.82,,,,
29.34,2.80,1.89,,,,
30.45,3.57,1.94,,,,
30.79,4.00,1.92,,,,
31.49,4.20,1.83,,,,
31.49,4.03,1.67,,,,
29.98,3.67,1.52,,,,
31.22,2.75,1.48,,,,
30.52,1.37,1.60,,,,
28.72,0.16,1.86,,,,
29.62,0.00,2.22,,,,
30.79,0.00,2.70,,,,
29.96,0.00,3.16,,,,
28.72,0.00,3.50,,,,
28.30,0.00,3.74,,,,
27.06,0.00,3.83,,,,
25.67,0.00,3.83,,,,
24.70,0.00,3.72,,,,
24.01,0.00,3.54,,,,
23.67,0.00,3.31,,,,
24.15,0.00,3.07,,,,
23.25,0.00,2.91,,,,
23.25,0.08,2.81,,,,
24.22,1.16,2.77,,,,
27.13,2.48,2.73,,,,
30.58,3.57,2.75,,,,
31.21,4.23,2.71,,,,
31.35,4.43,2.46,,,,
32.25,4.20,2.01,,,,
32.45,3.64,1.51,,,,
32.32,3.05,1.16,,,,
32.80,2.21,0.97,,,,
33.35,1.18,0.92,,,,
32.18,0.16,0.96,,,,
31.56,0.00,1.15,,,,
33.70,0.00,1.39,,,,
33.49,0.00,1.60,,,,
32.18,0.00,1.68,,,,
31.97,0.00,1.59,,,,
30.03,0.00,1.52,,,,
28.86,0.00,1.46,,,,
27.40,0.00,1.34,,,,
26.78,0.00,1.08,,,,
26.30,0.00,0.83,,,,
25.26,0.00,0.63,,,,
25.40,0.00,0.59,,,,
26.43,0.07,0.59,,,,
26.78,0.96,0.58,,,,
30.02,2.19,0.55,,,,
32.25,3.30,0.51,,,,
33.10,4.14,0.44,,,,
33.69,4.69,0.37,,,,
33.87,4.67,0.35,,,,
34.60,4.74,0.31,,,,
34.02,4.60,0.26,,,,
33.72,3.32,0.23,,,,
33.56,1.79,0.26,,,,
30.79,0.28,0.23,,,,
32.73,0.00,0.16,,,,
33.91,0.00,0.13,,,,
33.01,0.00,0.12,,,,
33.35,0.00,0.17,,,,
30.93,0.00,0.24,,,,
29.06,0.00,0.37,,,,
28.03,0.00,0.48,,,,
27.33,0.00,0.57,,,,
26.02,0.00,0.63,,,,
25.40,0.00,0.68,,,,
25.74,0.00,0.79,,,,
25.60,0.00,0.92,,,,
25.74,0.05,1.10,,,,
26.42,0.79,1.27,,,,
29.41,1.71,1.44,,,,
32.18,2.53,1.67,,,,
34.12,3.00,1.78,,,,
33.86,3.25,1.62,,,,
32.84,3.08,1.30,,,,
32.45,2.83,0.91,,,,
34.53,2.20,0.57,,,,
33.27,1.56,0.35,,,,
32.68,0.77,0.26,,,,
30.45,0.10,0.22,,,,
31.07,0.00,0.21,,,,
33.49,0.00,0.20,,,,
32.11,0.00,0.15,,,,
30.93,0.00,0.11,,,,
29.89,0.00,0.07,,,,
29.06,0.00,0.04,,,,
27.33,0.00,0.03,,,,
26.64,0.00,0.03,,,,
25.47,0.00,0.04,,,,
25.40,0.00,0.05,,,,
25.05,0.00,0.07,,,,
25.05,0.00,0.09,,,,
25.05,0.05,0.14,,,,
26.16,1.02,0.21,,,,
28.72,2.57,0.27,,,,
32.39,4.05,0.31,,,,
32.66,4.98,0.33,,,,
32.87,5.64,0.29,,,,
33.22,5.84,0.23,,,,
34.53,5.50,0.16,,,,
34.39,4.82,0.09,,,,
31.56,3.60,0.06,,,,
32.39,1.92,0.07,,,,
31.62,0.28,0.08,,,,
33.56,0.00,0.09,,,,
33.63,0.00,0.13,,,,
33.35,0.00,0.20,,,,
31.90,0.00,0.26,,,,
30.79,0.00,0.30,,,,
29.41,0.00,0.36,,,,
29.41,0.00,0.45,,,,
26.71,0.00,0.52,,,,
26.09,0.00,0.61,,,,
25.53,0.00,0.74,,,,
25.05,0.00,0.92,,,,
24.91,0.00,1.08,,,,
23.87,0.07,1.26,,,,
24.57,1.21,1.42,,,,
27.06,2.78,1.53,,,,
29.69,4.22,1.59,,,,
30.52,5.35,1.49,,,,
30.66,5.99,1.33,,,,
30.72,6.27,1.10,,,,
31.62,5.89,0.86,,,,
31.21,4.96,0.66,,,,
30.86,3.55,0.53,,,,
30.79,1.80,0.45,,,,
30.10,0.24,0.37,,,,
25.12,0.00,0.35,,,,
28.51,0.00,0.37,,,,
32.52,0.00,0.43,,,,
31.69,0.00,0.47,,,,
30.45,0.00,0.47,,,,
29.41,0.00,0.45,,,,
28.16,0.00,0.40,,,,
26.99,0.00,0.35,,,,
26.43,0.00,0.31,,,,
25.40,0.00,0.27,,,,
24.57,0.00,0.22,,,,
24.91,0.00,0.19,,,,
24.29,0.05,0.18,,,,
24.57,0.96,0.20,,,,
27.82,2.23,0.26,,,,
22.49,3.43,0.34,,,,
25.33,4.46,0.39,,,,
26.02,4.84,0.43,,,,
26.85,4.96,0.43,,,,
28.03,4.45,0.33,,,,
28.16,3.68,0.20,,,,
28.16,2.44,0.11,,,,
27.89,1.19,0.07,,,,
27.68,0.13,0.06,,,,
30.45,0.00,0.06,,,,
30.66,0.00,0.06,,,,
30.86,0.00,0.07,,,,
29.06,0.00,0.08,,,,
29.06,0.00,0.09,,,,
27.33,0.00,0.12,,,,
26.78,0.00,0.15,,,,
25.67,0.00,0.16,,,,
25.12,0.00,0.17,,,,
24.57,0.00,0.20,,,,
24.43,0.00,0.25,,,,
24.43,0.00,0.27,,,,
24.08,0.02,0.26,,,,
25.26,0.57,0.25,,,,
27.82,1.42,0.26,,,,
32.32,2.16,0.25,,,,
34.25,2.68,0.19,,,,
35.08,2.89,0.09,,,,
36.05,2.47,0.01,,,,
35.71,2.34,0.00,,,,
33.98,1.96,0.00,,,,
34.25,1.37,0.00,,,,
33.49,0.58,0.00,,,,
30.79,0.06,0.01,,,,
33.01,0.00,0.07,,,,
33.49,0.00,0.11,,,,
32.66,0.00,0.09,,,,
30.93,0.00,0.05,,,,
29.41,0.00,0.02,,,,
29.20,0.00,0.01,,,,
27.61,0.00,0.01,,,,
25.26,0.00,0.01,,,,
25.05,0.00,0.00,,,,
25.05,0.00,0.00,,,,
25.05,0.00,0.00,,,,
23.87,0.00,0.00,,,,
22.97,0.00,0.00,,,,
24.15,0.28,0.00,,,,
25.40,0.76,0.00,,,,
26.09,1.19,0.00,,,,
25.74,1.47,0.00,,,,
26.30,1.56,0.00,,,,
26.71,1.62,0.00,,,,
25.88,1.62,0.01,,,,
26.30,1.23,0.03,,,,
27.26,0.81,0.10,,,,
27.54,0.39,0.23,,,,
26.99,0.03,0.49,,,,
30.10,0.00,0.87,,,,
30.45,0.00,1.20,,,,
29.41,0.00,1.69,,,,
29.41,0.00,2.53,,,,
27.82,0.00,3.30,,,,
26.30,0.00,3.70,,,,
25.19,0.00,3.75,,,,
24.50,0.00,3.49,,,,
23.80,0.00,2.73,,,,
23.53,0.00,1.77,,,,
23.39,0.00,0.94,,,,
23.11,0.00,0.41,,,,
24.15,0.01,0.15,,,,
25.00,0.53,0.04,,,,
25.95,1.30,0.02,,,,
28.93,2.04,0.03,,,,
30.59,2.49,0.11,,,,
30.59,2.17,0.20,,,,
31.28,2.02,0.27,,,,
31.76,1.76,0.29,,,,
31.35,1.33,0.21,,,,
30.03,0.88,0.13,,,,
29.89,0.48,0.05,,,,
28.48,0.04,0.01,,,,
31.49,0.00,0.00,,,,
31.97,0.00,0.00,,,,
31.14,0.00,0.00,,,,
29.06,0.00,0.00,,,,
28.72,0.00,0.01,,,,
26.85,0.00,0.01,,,,
24.77,0.00,0.01,,,,
24.29,0.00,0.01,,,,
23.39,0.00,0.00,,,,
24.15,0.00,0.00,,,,
23.04,0.00,0.00,,,,
23.94,0.00,0.00,,,,
24.15,0.00,0.01,,,,
24.91,0.32,0.04,,,,
28.23,0.90,0.10,,,,
28.99,1.33,0.18,,,,
31.42,1.78,0.21,,,,
32.04,2.08,0.16,,,,
31.28,2.06,0.13,,,,
31.28,1.73,0.14,,,,
31.49,1.35,0.19,,,,
31.28,0.87,0.30,,,,
30.93,0.38,0.52,,,,
29.41,0.03,0.89,,,,
31.90,0.00,1.35,,,,
32.66,0.00,1.87,,,,
31.62,0.00,2.20,,,,
29.89,0.00,2.25,,,,
28.58,0.00,2.12,,,,
26.92,0.00,1.97,,,,
25.74,0.00,1.81,,,,
24.91,0.00,1.47,,,,
25.81,0.00,1.16,,,,
22.84,0.00,0.95,,,,
22.35,0.00,0.49,,,,
22.84,0.00,0.11,,,,
22.84,0.00,0.10,,,,
24.15,0.37,0.23,,,,
26.85,1.30,0.42,,,,
30.59,2.32,0.70,,,,
31.83,3.54,0.82,,,,
32.25,5.12,0.69,,,,
32.59,5.50,0.62,,,,
33.35,4.92,0.66,,,,
32.11,3.81,0.70,,,,
31.49,2.59,0.63,,,,
30.17,1.49,0.58,,,,
29.76,0.16,0.56,,,,
32.32,0.00,0.67,,,,
32.59,0.00,0.92,,,,
31.90,0.00,1.20,,,,
30.93,0.00,1.42,,,,
29.89,0.00,1.62,,,,
28.37,0.00,1.86,,,,
26.99,0.00,2.08,,,,
26.43,0.00,2.29,,,,
25.88,0.00,2.40,,,,
24.91,0.00,2.33,,,,
24.57,0.00,2.33,,,,
24.57,0.00,2.47,,,,
23.87,0.04,2.69,,,,
23.98,0.87,2.95,,,,
25.93,1.91,3.28,,,,
25.53,3.02,3.63,,,,
26.85,4.03,3.90,,,,
26.78,4.63,4.00,,,,
26.64,4.98,3.94,,,,
27.82,4.67,3.75,,,,
27.61,3.79,3.45,,,,
27.61,2.35,3.19,,,,
26.30,0.95,3.04,,,,
27.40,0.08,2.87,,,,
30.66,0.00,2.78,,,,
30.93,0.00,2.83,,,,
31.76,0.00,2.85,,,,
29.27,0.00,2.71,,,,
28.72,0.00,2.55,,,,
27.47,0.00,2.48,,,,
26.30,0.00,2.44,,,,
25.26,0.00,2.39,,,,
25.26,0.00,2.26,,,,
24.43,0.00,2.24,,,,
24.08,0.00,2.30,,,,
24.22,0.00,2.34,,,,
23.87,0.00,2.36,,,,
23.87,0.41,2.26,,,,
25.55,1.32,1.99,,,,
26.02,2.30,1.61,,,,
22.84,3.15,1.27,,,,
23.46,3.80,1.03,,,,
23.87,3.91,0.91,,,,
24.77,3.89,0.76,,,,
23.94,3.24,0.58,,,,
24.70,1.98,0.42,,,,
23.74,0.77,0.38,,,,
25.26,0.06,0.48,,,,
26.78,0.00,0.75,,,,
29.76,0.00,1.17,,,,
23.67,0.00,1.89,,,,
27.96,0.00,2.81,,,,
26.78,0.00,3.47,,,,
25.40,0.00,3.77,,,,
24.64,0.00,3.86,,,,
23.67,0.00,3.65,,,,
23.18,0.00,3.34,,,,
23.18,0.00,2.88,,,,
23.18,0.00,2.25,,,,
23.18,0.00,1.65,,,,
23.18,0.01,1.22,,,,
24.86,0.56,0.94,,,,
27.60,1.46,0.74,,,,
31.14,2.36,0.66,,,,
32.59,3.24,0.61,,,,
33.29,3.27,0.61,,,,
33.63,3.10,0.56,,,,
33.29,2.82,0.44,,,,
34.32,2.29,0.28,,,,
34.39,1.46,0.14,,,,
33.49,0.64,0.08,,,,
30.24,0.05,0.09,,,,
32.11,0.00,0.16,,,,
32.39,0.00,0.33,,,,
32.32,0.00,0.52,,,,
31.28,0.00,0.68,,,,
30.66,0.00,0.74,,,,
29.41,0.00,0.78,,,,
27.89,0.00,0.87,,,,
